"SYMBOL","COMPANY","NAME(S) OF THE ACQUIRER AND ITS (PAC)","DATE OF ACQUISITION / SALE OF SHARES / VR / DATE OF RECEIPT OF INTIMATION OF","TOTAL ACQUISTION (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ ANY OTHER INSTRUMENT)","TOTAL SALE (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ANY OTHER INSTRUMENT)","TOTAL AFTER ACQUISITION/SALE (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ANY OTHER INSTRUMENT)","REGULATION","BROADCAST DATE/ TIME"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Deepali Family Trust","31-AUG-2020 to 31-AUG-2020",,"207055","0","Reg29(2)","01-Sep-2020, 19-02"
"NBVENTURES","Nava Bharat Ventures Limited","Advanced Series Trust: AST Wellington Management Hedged Equity Portfolio","27-AUG-2020 to 27-AUG-2020",,"848674","8124684","Reg29(2)","01-Sep-2020, 19-02"
"MAHICKRA","Mahickra Chemicals Limited","Chintan Ashishkumar Gandhi","31-AUG-2020 to 31-AUG-2020","1500",,"34500","Reg29(2)","01-Sep-2020, 18-52"
"JAMNAAUTO","Jamna Auto Industries Limited","Map Auto Ltd","31-AUG-2020 to 31-AUG-2020","225000",,"134445154","Reg29(2)","01-Sep-2020, 18-42"
"SOBHA","Sobha Limited","Ravi PNC Menon alongwith PAC","28-AUG-2020 to 31-AUG-2020","10600",,"3121339","Reg29(2)","01-Sep-2020, 18-40"
"BETA","Beta Drugs Limited","Vijay Kumar Batra","01-SEP-2020 to 01-SEP-2020","50400",,"6307628","Reg29(2)","01-Sep-2020, 18-38"
"USHAMART","Usha Martin Limited","Neutral Publishing House Limited","31-AUG-2020 to 31-AUG-2020","393492",,"8746588","Reg29(2)","01-Sep-2020, 18-34"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","The Hindustan Times Ltd","31-AUG-2020 to 31-AUG-2020","110000",,"58642773","Reg29(2)","01-Sep-2020, 18-32"
"GOLDIAM","Goldiam International Limited","Anmol Rashesh Bhansal","31-AUG-2020 to 31-AUG-2020","70000",,"3470000","Reg29(2)","01-Sep-2020, 18-28"
"NCLIND","NCL Industries Limited","Ravi Kalidindi","31-AUG-2020 to 31-AUG-2020","10000",,"2468714","Reg29(1)","01-Sep-2020, 14-38"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","The Hindustan Times Ltd.","28-AUG-2020 to 28-AUG-2020","60000",,"58532773","Reg29(2)","01-Sep-2020, 14-36"
"ZENSARTECH","Zensar Technologies Limited","Funds under management of FMR LLC and its direct and indirect subsidiaries and FIL Limited and its direct and indirect subsidiaries","28-AUG-2020 to 28-AUG-2020",,"778100","7810607","Reg29(2)","01-Sep-2020, 14-36"
"CLEDUCATE","CL Educate Limited","Gautam Puri","28-AUG-2020 to 28-AUG-2020","4000",,"2323424","Reg29(2)","01-Sep-2020, 14-26"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Pranabh Dinesh Mody","31-AUG-2020 to 31-AUG-2020",,"1261363","6085096","Reg29(2)","01-Sep-2020, 06-00"
"PATINTLOG","Patel Integrated Logistics Limited","Mr. Asgar S. Patel along with PACS","28-AUG-2020 to 28-AUG-2020",,"927884","5984908","Reg29(2)","01-Sep-2020, 06-00"
"JAMNAAUTO","Jamna Auto Industries Limited","MAP Auto Limited","28-AUG-2020 to 28-AUG-2020","100000",,"134220154","Reg29(2)","31-Aug-2020, 21-18"
"MMP","MMP Industries Limited","Star Circlips & Engineering Limited","27-AUG-2020 to 28-AUG-2020","22237",,"955268","Reg29(2)","31-Aug-2020, 21-10"
"MMP","MMP Industries Limited","Star Circlips & Engineering Limited","27-AUG-2020 to 28-AUG-2020","22237",,"955268","Reg29(2)","31-Aug-2020, 21-00"
"MANINFRA","Man Infraconstruction Limited","Manan P Shah","28-AUG-2020 to 28-AUG-2020","100000",,"13601497","Reg29(2)","31-Aug-2020, 20-12"
"NCLIND","NCL Industries Limited","Divya Penumacha","28-AUG-2020 to 28-AUG-2020","2500",,"341021","Reg29(2)","31-Aug-2020, 20-10"
"NCLIND","NCL Industries Limited","K Pooja","28-AUG-2020 to 28-AUG-2020","4800",,"1368250","Reg29(2)","31-Aug-2020, 20-10"
"NCLIND","NCL Industries Limited","Ravi Kalidindi","28-AUG-2020 to 28-AUG-2020","4800",,"2458714","Reg29(1)","31-Aug-2020, 20-08"
"JAMNAAUTO","Jamna Auto Industries Limited","MAP Auto Limited","28-AUG-2020 to 28-AUG-2020","100000",,"134220154","Reg29(2)","31-Aug-2020, 20-06"
"SHIL","Somany Home Innovation Limited","Portfolio Management clients of Equity Intelligence India Pvt Ltd EQ India Fund and Equity Intelligence India Pvt Ltd","28-AUG-2020 to 28-AUG-2020","163375",,"6613047","Reg29(2)","31-Aug-2020, 20-06"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Boxcare Packagings Private Limited","31-AUG-2020 to 31-AUG-2020",,"8830","0","Reg29(2)","31-Aug-2020, 20-04"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Sejal Pranabh Mody","31-AUG-2020 to 31-AUG-2020",,"46013","0","Reg29(2)","31-Aug-2020, 20-04"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","P D Mody HUF","31-AUG-2020 to 31-AUG-2020",,"6443","0","Reg29(2)","31-Aug-2020, 20-04"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Jinali Pranabh Mody","31-AUG-2020 to 31-AUG-2020",,"2763","0","Reg29(2)","31-Aug-2020, 20-04"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Purvi Uday Asher","31-AUG-2020 to 31-AUG-2020",,"172942","1732791","Reg29(2)","31-Aug-2020, 20-04"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Uday Madhavdas Asher","31-AUG-2020 to 31-AUG-2020",,"124236","0","Reg29(2)","31-Aug-2020, 20-04"
"MAXIND","Max India Limited","Max Ventures Investments Holdings Pvt Ltd","22-JUN-2020 to 22-JUN-2020","21991013",,"21991013","Reg29(2)","31-Aug-2020, 20-04"
"MRO-TEK","MRO-TEK Realty Limited","Aniruddha Bhanuprasad Mehta","31-AUG-2020 to 31-AUG-2020","3262",,"3028259","Reg29(1)","31-Aug-2020, 19-38"
"JUSTDIAL","Just Dial Limited","V S S Mani","25-AUG-2020 to 25-AUG-2020",,"1211463","18261341","Reg29(2)","31-Aug-2020, 19-36"
"NCLIND","NCL Industries Limited","Ashven Datla","28-AUG-2020 to 28-AUG-2020","98000",,"1346224","Reg29(2)","31-Aug-2020, 19-36"
"JVLAGRO","JVL Agro Industries Limited","Asia Investment Corporation (Mauritius) Limited","27-AUG-2020 to 27-AUG-2020",,"3377196","5071229","Reg29(2)","31-Aug-2020, 19-34"
"HAL","Hindustan Aeronautics Limited","The President of India, acting through and represented by the Department  of  Defence  Production,Ministry  of  Defence, Government of India","27-AUG-2020 to 28-AUG-2020",,"49562093","251293087","Reg29(2)","31-Aug-2020, 19-32"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Pallavi Bharat Mehta","31-AUG-2020 to 31-AUG-2020",,"1721000","8008808","Reg29(2)","31-Aug-2020, 19-28"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Jay Bharat Mehta","31-AUG-2020 to 31-AUG-2020",,"400191","1862321","Reg29(2)","31-Aug-2020, 19-26"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Bharat P. Mehta","31-AUG-2020 to 31-AUG-2020",,"375896","2069516","Reg29(2)","31-Aug-2020, 19-22"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","D B Mody HUF Pranabh Dinesh Mody  Karta of D B Mody HUF","31-AUG-2020 to 31-AUG-2020",,"82254","380168","Reg29(2)","31-Aug-2020, 19-20"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Kumud Dinesh Mody","31-AUG-2020 to 31-AUG-2020",,"792245","3661669","Reg29(2)","31-Aug-2020, 19-14"
"MAHICKRA","Mahickra Chemicals Limited","Chintan Ashishkumar Gandhi","28-AUG-2020 to 28-AUG-2020","1500",,"33000","Reg29(2)","31-Aug-2020, 17-30"
"MOHOTAIND","Mohota Industries Limited","Globe Capital Market Limited","13-AUG-2020 to 13-AUG-2020",,,"3671788","Reg29(1)","31-Aug-2020, 14-34"
"BLBLIMITED","BLB Limited","Brij Rattan Bagri","27-AUG-2020 to 28-AUG-2020","191053",,"32500543","Reg29(2)","31-Aug-2020, 14-32"
"CEATLTD","CEAT Limited","Konark Trust","27-AUG-2020 to 27-AUG-2020",,"5882","8402","Reg29(2)","31-Aug-2020, 14-02"
"CEATLTD","CEAT Limited","WestBridge Crossover Fund, LLC","27-AUG-2020 to 27-AUG-2020",,"585417","835958","Reg29(2)","31-Aug-2020, 14-02"
"CEATLTD","CEAT Limited","MMPL Trust","27-AUG-2020 to 27-AUG-2020",,"700","1002","Reg29(2)","31-Aug-2020, 14-02"
"CEATLTD","CEAT Limited","Jwalamukhi Investments Holdings","27-AUG-2020 to 27-AUG-2020",,"0","0","Reg29(2)","31-Aug-2020, 14-02"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","The Hindustan Times Ltd","26-AUG-2020 to 26-AUG-2020","10000",,"58452773","Reg29(2)","31-Aug-2020, 14-02"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","The Hindustan Times Ltd","27-AUG-2020 to 27-AUG-2020","20000",,"58472773","Reg29(2)","31-Aug-2020, 14-00"
"RPOWER","Reliance Power Limited","Shri Anil D Ambani, Smt. Tina A Ambani, Shri Jai Anmol A Ambani, Shri Jai Anshul A Ambani, Smt. Kokila D Ambani, Reliance Innoventures Private Limited, Reliance Infrastructures Ltd, Reliance Project Ventures and Management Private Limited Reliance Wind Turbines Installaors Ind Pvt Ltd Reliance Big Capital and CLE Pvt Ltd","25-AUG-2020 to 26-AUG-2020",,"95000000","445964533","Reg29(2)","31-Aug-2020, 14-00"
"RELINFRA","Reliance Infrastructure Limited","Shri Anil D Ambani, Smt. Tina A Ambani, Shri Jai Anmol A Ambani, Shri Jai Anshul A Ambani, Smt. Kokila D Ambani, Reliance Innoventures Private Limited, Reliance Project Ventures and Management Private Limited and Reliance Big Private Limited","26-AUG-2020 to 26-AUG-2020",,"25359937","13013424","Reg29(2)","31-Aug-2020, 13-58"
"STEL","Stel Holdings Limited","Harsh Vardhan Goenka, Trustee of Secura India Trust along with PAC","15-JAN-2019 to 27-AUG-2020","502834",,"10166086","Reg29(2)","31-Aug-2020, 13-54"
"USHAMART","Usha Martin Limited","Neutral Publishing House Limited","28-AUG-2020 to 28-AUG-2020","245873",,"8353096","Reg29(2)","31-Aug-2020, 13-50"
"MRO-TEK","MRO-TEK Realty Limited","Aniruddha Bhanuprasad Mehta","28-AUG-2020 to 28-AUG-2020","3906",,"3024997","Reg29(1)","31-Aug-2020, 13-48"
"USHAMART","Usha Martin Limited","Prashant Jhawar and other promoters as PAC","28-AUG-2020 to 28-AUG-2020",,"57000","13197","Reg29(2)","31-Aug-2020, 12-44"
"CONFIPET","Confidence Petroleum India Limited","ESSENN LPG BOTTLING PRIVATE LIMITED","25-AUG-2020 to 25-AUG-2020","66303",,"3854936","Reg29(2)","31-Aug-2020, 10-12"
"LINCOLN","Lincoln Pharmaceuticals Limited","Mahendra Gulabdas Patel along with PAC","28-AUG-2020 to 28-AUG-2020","10000",,"511500","Reg29(2)","31-Aug-2020, 08-58"
"NCLIND","NCL Industries Limited","Mr.Ashven Datla","26-AUG-2020 to 27-AUG-2020","135389",,"1248224","Reg29(2)","31-Aug-2020, 08-54"
"SFL","Sheela Foam Limited","Tushaar Gautam","28-AUG-2020 to 28-AUG-2020",,"1000000","17086314","Reg29(2)","31-Aug-2020, 08-52"
"MRO-TEK","MRO-TEK Realty Limited","Aniruddha Bhanuprasad Mehta","27-AUG-2020 to 27-AUG-2020","3203",,"3021091","Reg29(1)","31-Aug-2020, 08-50"
"JAMNAAUTO","Jamna Auto Industries Limited","Map Auto Ltd","27-AUG-2020 to 27-AUG-2020","48802",,"134120154","Reg29(2)","31-Aug-2020, 08-48"
"DBCORP","D.B.Corp Limited","Vistra ITCL (India) Limited","13-JUL-2020 to 26-AUG-2020",,"6300000","47625000","Reg29(2)","31-Aug-2020, 08-46"
"NXTDIGITAL","NXTDIGITAL LIMITED","Hinduja Group Ltd","27-AUG-2020 to 27-AUG-2020","1000000",,"6637449","Reg29(2)","31-Aug-2020, 08-42"
"NXTDIGITAL","NXTDIGITAL LIMITED","Hinduja Group Ltd and Hinduja Realty Ventures Ltd","27-AUG-2020 to 27-AUG-2020",,"1000000","1913123","Reg29(2)","31-Aug-2020, 08-42"
"SANGAMIND","Sangam (India) Limited","SangamInfratech Limited","16-NOV-2016 to 16-NOV-2016",,"1031029","0","Reg29(2)","31-Aug-2020, 08-40"
"SANGAMIND","Sangam (India) Limited","Sangam E Com Limited","19-JUL-2019 to 19-JUL-2019","1900000",,"1950275","Reg29(2)","31-Aug-2020, 08-38"
"SOMANYCERA","Somany Ceramics Limited","Minal Somany","27-AUG-2020 to 27-AUG-2020","1070108",,"1070108","Reg29(1)","31-Aug-2020, 08-36"
"SOMANYCERA","Somany Ceramics Limited","Minal Somany","27-AUG-2020 to 27-AUG-2020","1070108",,"1070108","Reg29(2)","31-Aug-2020, 08-34"
"SEQUENT","Sequent Scientific Limited","Agnus Capital LLP","19-AUG-2020 to 20-AUG-2020","25700000",,"25700000","Reg29(1)","31-Aug-2020, 08-32"
"SEQUENT","Sequent Scientific Limited","Chayadeep Ventures LLP","19-AUG-2020 to 20-AUG-2020","25699895",,"25699895","Reg29(1)","31-Aug-2020, 08-30"
"SEQUENT","Sequent Scientific Limited","Arun Kumar","20-AUG-2020 to 20-AUG-2020",,"23499965","0","Reg29(2)","31-Aug-2020, 08-28"
"DOLLAR","Dollar Industries Limited","Binay Kumar Gupta","25-AUG-2020 to 25-AUG-2020",,"1000000","570170","Reg29(2)","31-Aug-2020, 08-26"
"NCLIND","NCL Industries Limited","Ravi Kalidindi","26-AUG-2020 to 27-AUG-2020","9700",,"2453914","Reg29(1)","31-Aug-2020, 08-26"
"ORIENTBELL","Orient Bell Limited","Alfa Mercantile Limited","26-AUG-2020 to 26-AUG-2020","10000",,"44840","Reg29(2)","31-Aug-2020, 08-26"
"NCLIND","NCL Industries Limited","Divya Penumacha","27-AUG-2020 to 27-AUG-2020","25000",,"338521","Reg29(2)","31-Aug-2020, 08-22"
"THEJO","Thejo Engineering Limited","SIDBI Trustee Company Ltd A/C India Opportunities Fund","26-AUG-2020 to 27-AUG-2020",,"173200","72","Reg29(2)","31-Aug-2020, 08-16"
"DOLLAR","Dollar Industries Limited","Simplex Impex Pvt Ltd","26-AUG-2020 to 27-AUG-2020","80000",,"25771256","Reg29(2)","31-Aug-2020, 08-08"
"ISEC","ICICI Securities Limited","ICICI Bank Limited","28-AUG-2020 to 28-AUG-2020",,"6442000","248774095","Reg29(2)","31-Aug-2020, 08-08"
"MOHOTAIND","Mohota Industries Limited","Globe capital market Ltd","18-AUG-2020 to 18-AUG-2020",,,"31200","Reg29(2)","31-Aug-2020, 08-04"
"MGEL","Mangalam Global Enterprise Limited","Mr Vipin Prakash Mangal and Mrs Rashmi Vipinprakash Mangal along with PAC","25-AUG-2020 to 25-AUG-2020","100000",,"11798810","Reg29(2)","31-Aug-2020, 08-00"
"UFLEX","UFLEX Limited","Ricky Kirpalani along with PAC","10-JUL-2020 to 24-AUG-2020","1484955",,"12424782","Reg29(2)","31-Aug-2020, 08-00"
"MGEL","Mangalam Global Enterprise Limited","Rashmi Vipinprakash Mangal and Mr Vipin Prakash Mangal along with PAC","25-AUG-2020 to 25-AUG-2020","100000",,"11798810","Reg29(2)","31-Aug-2020, 07-58"
"BRIGHT","Bright Solar Limited","Piyushkumar Babubhai Thumar","26-AUG-2020 to 26-AUG-2020",,"6000","13782000","Reg29(2)","29-Aug-2020, 21-23"
"MAHICKRA","Mahickra Chemicals Limited","Chintan A.Gandhi","26-AUG-2020 to 26-AUG-2020","1500",,"31500","Reg29(2)","29-Aug-2020, 21-23"
"MAHICKRA","Mahickra Chemicals Limited","Romil Miteshkumar Gandhi","27-AUG-2020 to 27-AUG-2020","1500",,"27000","Reg29(2)","29-Aug-2020, 21-23"
"RELINFRA","Reliance Infrastructure Limited","Axis Trustee Services Limited along with Security Debentures Trustees","26-AUG-2020 to 26-AUG-2020",,"25359937","0","Reg29(2)","29-Aug-2020, 21-23"
"RPOWER","Reliance Power Limited","Axis Trustee Services Limited (ATSL) acting as SecurityDebenture Trustee","25-AUG-2020 to 26-AUG-2020",,"95000000","0","Reg29(2)","29-Aug-2020, 21-23"
"SHILPAMED","Shilpa Medicare Limited","Omprakash Inani","26-AUG-2020 to 27-AUG-2020",,"138727","2867691","Reg29(2)","29-Aug-2020, 21-23"
"USHAMART","Usha Martin Limited","Neutral Publishing House Limited","27-AUG-2020 to 27-AUG-2020","104158",,"8107223","Reg29(2)","29-Aug-2020, 21-23"
"REPCOHOME","Repco Home Finance Limited","INDIA CAPITAL FUND LIMITED","25-AUG-2020 to 26-AUG-2020",,"1472750","1700000","Reg29(2)","28-Aug-2020, 18-46"
"AJOONI","Ajooni Biotech Limited","Jasjot Singh","25-AUG-2020 to 26-AUG-2020",,,"918050","Reg29(2)","28-Aug-2020, 18-44"
"JUSTDIAL","Just Dial Limited","Eshwary Krishnan","25-AUG-2020 to 25-AUG-2020",,"12581","189647","Reg29(2)","28-Aug-2020, 18-42"
"USHAMART","Usha Martin Limited","Neutral Publishing House Limited","26-AUG-2020 to 26-AUG-2020","24786",,"8003065","Reg29(2)","28-Aug-2020, 16-12"
"SOMANYCERA","Somany Ceramics Limited","Shreekant Somany","25-AUG-2020 to 26-AUG-2020","100000",,"100000","Reg29(1)","28-Aug-2020, 16-10"
"SOMANYCERA","Somany Ceramics Limited","Ameya Somany","25-AUG-2020 to 26-AUG-2020","35000",,"35000","Reg29(1)","28-Aug-2020, 16-10"
"SOMANYCERA","Somany Ceramics Limited","Shreekant Somany","25-AUG-2020 to 26-AUG-2020","100000",,"100000","Reg29(2)","28-Aug-2020, 16-08"
"SOMANYCERA","Somany Ceramics Limited","Ameya Somany","25-AUG-2020 to 26-AUG-2020","35000",,"35000","Reg29(2)","28-Aug-2020, 16-08"
"SOMANYCERA","Somany Ceramics Limited","Shrivatsa Somany","25-AUG-2020 to 25-AUG-2020","100000",,"100000","Reg29(1)","28-Aug-2020, 15-52"
"SOMANYCERA","Somany Ceramics Limited","Abhishek Somany HUF","25-AUG-2020 to 25-AUG-2020","65000",,"1914093","Reg29(1)","28-Aug-2020, 15-52"
"SOMANYCERA","Somany Ceramics Limited","Shrivatsa Somany","25-AUG-2020 to 25-AUG-2020","100000",,"100000","Reg29(2)","28-Aug-2020, 15-50"
"SOMANYCERA","Somany Ceramics Limited","Abhishek Somany HUF","25-AUG-2020 to 25-AUG-2020","65000",,"1914093","Reg29(2)","28-Aug-2020, 15-50"
"JAMNAAUTO","Jamna Auto Industries Limited","Map Auto Limited","26-AUG-2020 to 26-AUG-2020","33203",,"134071352","Reg29(2)","28-Aug-2020, 15-48"
"RAMCOSYS","Ramco Systems Limited","HDFC Mutual Fund,  HDFC Trustee Company Limited A/c HDFC Equity Fund HDFC Balanced Advantage Fund","26-AUG-2020 to 26-AUG-2020","759254",,"2648954","Reg29(2)","28-Aug-2020, 15-40"
"VIPIND","VIP Industries Limited","Mr. Kanishk Sunil Pathare Son of Mr. Sunil Jaykumar Pathare","25-AUG-2020 to 26-AUG-2020","4925",,"242799","Reg29(1)","28-Aug-2020, 15-22"
"JUSTDIAL","Just Dial Limited","V. Krishnan","25-AUG-2020 to 25-AUG-2020",,"22611","75763","Reg29(2)","28-Aug-2020, 15-20"
"JUSTDIAL","Just Dial Limited","Ramani Iyer","25-AUG-2020 to 25-AUG-2020",,"23838","359325","Reg29(2)","28-Aug-2020, 15-18"
"JUSTDIAL","Just Dial Limited","Anita Mani","25-AUG-2020 to 25-AUG-2020",,"72214","1088546","Reg29(2)","28-Aug-2020, 15-18"
"SRIPIPES","Srikalahasthi Pipes Limited","DSP Trustee Private Limited on behalf of schemes of DSP Mutual Fund DSP   Trustee   Private   Limited   on   behalf   of schemes of DSP Alternative Investment Fund DSP    Global Services  Mauritius    Limited erstwhile  known  as  DSP  Investment  Managers Mauritius Limited","24-AUG-2020 to 24-AUG-2020",,"260923","1299808","Reg29(2)","28-Aug-2020, 15-16"
"DOLLAR","Dollar Industries Limited","Vinod Kumar Gupta","25-AUG-2020 to 25-AUG-2020",,"1090000","445590","Reg29(2)","28-Aug-2020, 15-12"
"DOLLAR","Dollar Industries Limited","Simplex Impex Pvt Ltd","25-AUG-2020 to 25-AUG-2020","50000",,"25691256","Reg29(2)","28-Aug-2020, 15-12"
"MAHABANK","Bank of Maharashtra","President of India","25-AUG-2020 to 25-AUG-2020","736049601",,"6122627927","Reg29(2)","28-Aug-2020, 15-12"
"MMP","MMP Industries Limited","Star Circlips and Engineering Limited","25-AUG-2020 to 26-AUG-2020","21800",,"933031","Reg29(2)","28-Aug-2020, 15-12"
"SHILPAMED","Shilpa Medicare Limited","Mr. Omprakash Inani","24-AUG-2020 to 25-AUG-2020",,"65650","3006418","Reg29(2)","28-Aug-2020, 15-12"
"DOLLAR","Dollar Industries Limited","Bajrang Kumar Gupta","25-AUG-2020 to 25-AUG-2020",,"1125000","536450","Reg29(2)","28-Aug-2020, 15-10"
"DOLLAR","Dollar Industries Limited","Krishan Kumar Gupta","25-AUG-2020 to 25-AUG-2020",,"880000","736500","Reg29(2)","28-Aug-2020, 15-10"
"DYNPRO","Dynemic Products Limited","Palak D Patel","26-AUG-2020 to 26-AUG-2020",,"5000","40500","Reg29(2)","28-Aug-2020, 15-10"
"ASTEC","Astec LifeSciences Limited","Ashok V. Hiremath","25-AUG-2020 to 25-AUG-2020",,"7250","1690112","Reg29(2)","28-Aug-2020, 15-08"
"DOLLAR","Dollar Industries Limited","Ankit Gupta","25-AUG-2020 to 25-AUG-2020","4095000",,"4096750","Reg29(2)","28-Aug-2020, 15-08"
"MGEL","Mangalam Global Enterprise Limited","Mr Vipin Prakash Mangal and Mrs Rashmi Vipinprakash Mangal along with PAC","25-AUG-2020 to 25-AUG-2020","100000",,"11798790","Reg29(2)","28-Aug-2020, 15-08"
"DYNPRO","Dynemic Products Limited","Dashrathbhai  P. Patel","26-AUG-2020 to 26-AUG-2020",,"100000","520400","Reg29(2)","28-Aug-2020, 15-06"
"CDSL","Central Depository Services (India) Limited","Canara Bank","26-AUG-2020 to 26-AUG-2020",,"1681726","5062874","Reg29(2)","28-Aug-2020, 15-04"
"MMP","MMP Industries Limited","Star Circlips and Engineering Limited","25-AUG-2020 to 26-AUG-2020","21800",,"933031","Reg29(2)","28-Aug-2020, 15-02"
"MGEL","Mangalam Global Enterprise Limited","Mrs Rashmi Vipinprakash Mangal and Mr Vipin Prakash Mangal along with PAC","25-AUG-2020 to 25-AUG-2020","100000",,"11798790","Reg29(2)","28-Aug-2020, 15-00"
"ORIENTBELL","Orient Bell Limited","IRIS DESIGNS PVT. LTD.","25-AUG-2020 to 25-AUG-2020","3000",,"22088","Reg29(2)","28-Aug-2020, 15-00"
"MAHICKRA","Mahickra Chemicals Limited","Anitaben Ashishkumar Gandhi","26-AUG-2020 to 26-AUG-2020","1500",,"168400","Reg29(2)","28-Aug-2020, 14-56"
"GENESYS","Genesys International Corporation Limited","Ganapathy Vishwanathan","25-AUG-2020 to 26-AUG-2020","37945",,"1294142","Reg29(1)","27-Aug-2020, 21-02"
"BANCOINDIA","Banco Products (I) Limited","Mehul K Patel","27-AUG-2020 to 27-AUG-2020","17939973",,"31929012","Reg29(2)","27-Aug-2020, 21-00"
"BANCOINDIA","Banco Products (I) Limited","Overseas Pearl Limited","27-AUG-2020 to 27-AUG-2020",,"17939973","0","Reg29(2)","27-Aug-2020, 21-00"
"ASTEC","Astec LifeSciences Limited","Ashok V Hiremath","24-AUG-2020 to 24-AUG-2020",,"9000","1697362","Reg29(2)","27-Aug-2020, 19-24"
"MATRIMONY","Matrimony.Com Limited","238 Plan Associates LLC","25-AUG-2020 to 25-AUG-2020","258220",,"258220","Reg29(1)","27-Aug-2020, 19-22"
"MATRIMONY","Matrimony.Com Limited","Massachusetts Institute of Technology","25-AUG-2020 to 25-AUG-2020","1400000",,"1953000","Reg29(1)","27-Aug-2020, 19-22"
"MRO-TEK","MRO-TEK Realty Limited","Aniruddha Bhanuprasad Mehta","26-AUG-2020 to 26-AUG-2020","2707",,"3017888","Reg29(1)","27-Aug-2020, 18-38"
"DOLLAR","Dollar Industries Limited","Bajrang Kumar Gupta","25-AUG-2020 to 25-AUG-2020",,"1125000","536450","Reg29(2)","27-Aug-2020, 13-38"
"ROSSARI","Rossari Biotech Limited","SBI MUTUAL FUND under its various schemes","25-AUG-2020 to 25-AUG-2020","234032",,"2729195","Reg29(1)","27-Aug-2020, 13-22"
"RSYSTEMS","R Systems International Limited","Amrita Rekh","22-AUG-2020 to 22-AUG-2020",,"871889","100","Reg29(2)","27-Aug-2020, 12-28"
"RSYSTEMS","R Systems International Limited","Sartaj Singh Rekhi","22-AUG-2020 to 22-AUG-2020",,"400000","18860269","Reg29(2)","27-Aug-2020, 12-28"
"JAMNAAUTO","Jamna Auto Industries Limited","Map Auto Limited","25-AUG-2020 to 25-AUG-2020","53000",,"134038149","Reg29(2)","27-Aug-2020, 09-34"
"ELECON","Elecon Engineering Company Limited","Catalyst Trusteeship Ltd acting as security Trustee on behalf of Tata Capital Financial Services Ltd","24-AUG-2020 to 24-AUG-2020","4700000",,"11200000","Reg29(2)","26-Aug-2020, 22-30"
"UNIPLY","Uniply Industries Limited","Malabar India Fund Limited","08-JUL-2020 to 25-AUG-2020",,"1263343","7728247","Reg29(2)","26-Aug-2020, 22-26"
